"seqnames","start","end","width","strand","gene_id","gene_name","biotype"
"chr1",43974944,43978295,3352,"+","ENSG00000117410.14","ATP6V0B","protein_coding"
"chr1",43978943,43991170,12228,"+","ENSG00000117411.18","B4GALT2","protein_coding"
"chr1",43991359,43996482,5124,"+","ENSG00000159214.13","CCDC24","protein_coding"
"chr1",44213455,44220681,7227,"+","ENSG00000178028.14","DMAP1","protein_coding"
"chr1",44405194,44651724,246531,"+","ENSG00000187147.18","RNF220","protein_coding"
"chr1",44635238,44674481,39244,"-","ENSG00000126106.14","TMEM53","protein_coding"
"chr1",44775251,44778779,3529,"+","ENSG00000142937.12","RPS8","protein_coding"
"chr1",44808482,44814129,5648,"+","ENSG00000222009.8","BTBD19","protein_coding"
"chr1",44819844,44843253,23410,"-","ENSG00000117425.14","PTCH2","protein_coding"
"chr1",44850522,44986722,136201,"-","ENSG00000070785.17","EIF2B3","protein_coding"
"chr1",45002540,45010949,8410,"-","ENSG00000126107.15","HECTD3","protein_coding"
"chr1",45011325,45015575,4251,"+","ENSG00000126088.14","UROD","protein_coding"
"chr1",45329163,45340893,11731,"-","ENSG00000132781.20","MUTYH","protein_coding"
"chr1",45343974,45491163,147190,"-","ENSG00000070759.17","TESK2","protein_coding"
"chr1",45493866,45500079,6214,"-","ENSG00000280670.3","CCDC163","protein_coding"
"chr1",45500300,45513382,13083,"+","ENSG00000132763.15","MMACHC","protein_coding"
"chr1",45550543,45570049,19507,"+","ENSG00000117448.14","AKR1A1","protein_coding"
"chr1",45583238,45583933,696,"-","ENSG00000289407.1","ENSG00000289407","lncRNA"
"chr1",45620044,45624057,4014,"-","ENSG00000159588.15","CCDC17","protein_coding"
"chr1",45627304,45688113,60810,"-","ENSG00000159592.11","GPBP1L1","protein_coding"
"chr1",45688181,45694323,6143,"+","ENSG00000159596.7","TMEM69","protein_coding"
"chr1",45694684,45697058,2375,"-","ENSG00000230896.1","ENSG00000230896","lncRNA"
"chr1",45786987,46036122,249136,"+","ENSG00000086015.23","MAST2","protein_coding"
"chr1",46188683,46203238,14556,"-","ENSG00000085998.15","POMGNT1","protein_coding"
"chr1",46203334,46221256,17923,"+","ENSG00000171357.6","LURAP1","protein_coding"
"chr1",46246461,46274717,28257,"+","ENSG00000085999.13","RAD54L","protein_coding"
"chr1",46303698,46316776,13079,"+","ENSG00000173660.12","UQCRH","protein_coding"
"chr1",46340789,46365152,24364,"+","ENSG00000117481.11","NSUN4","protein_coding"
"chr1",46394317,46413848,19532,"+","ENSG00000117480.16","FAAH","protein_coding"
"chr1",46557407,46616843,59437,"-","ENSG00000079277.22","MKNK1","protein_coding"
"chr1",46674659,46719139,44481,"-","ENSG00000159658.15","EFCAB14","protein_coding"
"chr1",47096653,47179249,82597,"-","ENSG00000225506.2","CYP4A22-AS1","lncRNA"
"chr1",47179272,47180339,1068,"+","ENSG00000224805.2","LINC00853","lncRNA"
"chr1",47250139,47314892,64754,"-","ENSG00000123473.17","STIL","protein_coding"
"chr1",48727519,48776969,49451,"-","ENSG00000162373.13","BEND5","protein_coding"
"chr1",51354263,51519266,165004,"-","ENSG00000085832.17","EPS15","protein_coding"
"chr1",51793934,51799154,5221,"+","ENSG00000266993.3","ENSG00000266993","lncRNA"
"chr1",51789220,51878805,89586,"-","ENSG00000078618.23","NRDC","protein_coding"
"chr1",52020131,52055191,35061,"-","ENSG00000117862.13","TXNDC12","protein_coding"
"chr1",52056199,52090716,34518,"+","ENSG00000134717.18","BTF3L4","protein_coding"
"chr1",52345723,52366205,20483,"-","ENSG00000154222.15","CC2D1B","protein_coding"
"chr1",52404602,52420836,16235,"+","ENSG00000134748.13","PRPF38A","protein_coding"
"chr1",52408282,52553487,145206,"-","ENSG00000134744.14","TUT4","protein_coding"
"chr1",52602371,52609051,6681,"+","ENSG00000116157.6","GPX7","protein_coding"
"chr1",52684449,52698347,13899,"-","ENSG00000162377.6","COA7","protein_coding"
"chr1",52726453,52827336,100884,"+","ENSG00000162378.13","ZYG11B","protein_coding"
"chr1",52842511,52894998,52488,"+","ENSG00000203995.10","ZYG11A","protein_coding"
"chr1",52881216,52881730,515,"-","ENSG00000242391.2","ENSG00000242391","lncRNA"
"chr1",52895910,52927212,31303,"-","ENSG00000121310.17","ECHDC2","protein_coding"
"chr1",52927276,53051698,124423,"+","ENSG00000116171.19","SCP2","protein_coding"
"chr1",53062052,53085134,23083,"+","ENSG00000174348.14","PODN","protein_coding"
"chr1",53196792,53214098,17307,"+","ENSG00000157184.7","CPT2","protein_coding"
"chr1",53214198,53220634,6437,"-","ENSG00000162384.14","CZIB","protein_coding"
"chr1",53242364,53328469,86106,"-","ENSG00000157193.18","LRP8","protein_coding"
"chr1",53331168,53336509,5342,"+","ENSG00000225675.2","LINC01771","lncRNA"
"chr1",53344031,53365473,21443,"+","ENSG00000285954.1","ENSG00000285954","lncRNA"
"chr1",53366656,53368245,1590,"-","ENSG00000230138.2","LINC02812","lncRNA"
"chr1",53765478,53838463,72986,"-","ENSG00000058804.12","NDC1","protein_coding"
"chr1",53851719,53889798,38080,"-","ENSG00000058799.15","YIPF1","protein_coding"
"chr1",53916574,53945699,29126,"-","ENSG00000081870.12","HSPB11","protein_coding"
"chr1",54053584,54112519,58936,"+","ENSG00000116205.14","TCEANC2","protein_coding"
"chr1",54169651,54200036,30386,"-","ENSG00000215883.11","CYB5RL","protein_coding"
"chr1",54756898,54764523,7626,"-","ENSG00000162396.6","PARS2","protein_coding"
"chr1",54849627,54887195,37569,"-","ENSG00000116133.13","DHCR24","protein_coding"
"chr1",55066359,55215364,149006,"-","ENSG00000162402.14","USP24","protein_coding"
"chr1",56494761,56645301,150541,"-","ENSG00000162407.9","PLPP3","protein_coding"
"chr1",58415384,58546802,131419,"-","ENSG00000162600.12","OMA1","protein_coding"
"chr1",58643440,58700077,56638,"-","ENSG00000162601.11","MYSM1","protein_coding"
"chr1",58933643,59240555,306913,"+","ENSG00000237352.5","LINC01358","lncRNA"
"chr1",59296638,59810647,514010,"+","ENSG00000172456.18","FGGY","protein_coding"
"chr1",59814786,59876322,61537,"+","ENSG00000134709.13","HOOK1","protein_coding"
"chr1",59893308,59926773,33466,"-","ENSG00000134716.11","CYP2J2","protein_coding"
"chr1",61681046,61725423,44378,"-","ENSG00000162604.12","TM2D1","protein_coding"
"chr1",61741998,61742424,427,"-","ENSG00000271200.1","PATJ-DT","lncRNA"
"chr1",61742477,62178675,436199,"+","ENSG00000132849.22","PATJ","protein_coding"
"chr1",62194849,62212328,17480,"+","ENSG00000240563.2","L1TD1","protein_coding"
"chr1",62454298,62688386,234089,"-","ENSG00000116641.18","DOCK7","protein_coding"
"chr1",62784132,62865516,81385,"+","ENSG00000125703.15","ATG4C","protein_coding"
"chr1",63367575,63438553,70979,"+","ENSG00000088035.18","ALG6","protein_coding"
"chr1",63523503,63572693,49191,"+","ENSG00000203965.13","EFCAB7","protein_coding"
"chr1",63440770,63529186,88417,"-","ENSG00000142856.17","ITGB3BP","protein_coding"
"chr1",63593411,63660245,66835,"+","ENSG00000079739.17","PGM1","protein_coding"
"chr1",63774017,64181498,407482,"+","ENSG00000185483.13","ROR1","protein_coding"
"chr1",64745095,64833228,88134,"+","ENSG00000162437.14","RAVER2","protein_coding"
"chr1",65147549,65232145,84597,"+","ENSG00000162433.15","AK4","protein_coding"
"chr1",65420587,65436007,15421,"+","ENSG00000213625.9","LEPROT","protein_coding"
"chr1",65525689,65641559,115871,"+","ENSG00000116678.20","LEPR","protein_coding"
"chr1",65792514,66374579,582066,"+","ENSG00000184588.18","PDE4B","protein_coding"
"chr1",66924895,66988619,63725,"+","ENSG00000198160.15","MIER1","protein_coding"
"chr1",66925327,66926027,701,"+","ENSG00000289394.1","ENSG00000289394","lncRNA"
"chr1",66999350,67054148,54799,"-","ENSG00000116704.8","SLC35D1","protein_coding"
"chr1",67138907,67259979,121073,"+","ENSG00000162594.16","IL23R","protein_coding"
"chr1",67307364,67398724,91361,"+","ENSG00000081985.13","IL12RB2","protein_coding"
"chr1",67685201,67688334,3134,"+","ENSG00000116717.13","GADD45A","protein_coding"
"chr1",67701475,67833467,131993,"-","ENSG00000172380.6","GNG12","protein_coding"
"chr1",68098473,68233120,134648,"-","ENSG00000116729.14","WLS","protein_coding"
"chr1",70144805,70205579,60775,"-","ENSG00000066557.6","LRRC40","protein_coding"
"chr1",70258999,70354734,95736,"-","ENSG00000118454.13","ANKRD13C","protein_coding"
"chr1",70354786,70385339,30554,"+","ENSG00000197568.15","HHLA3","lncRNA"
"chr1",70411218,70439851,28634,"+","ENSG00000116761.12","CTH","protein_coding"
"chr1",70445071,70445536,466,"+","ENSG00000271992.1","ENSG00000271992","lncRNA"
"chr1",71063291,71081289,17999,"-","ENSG00000132485.14","ZRANB2","protein_coding"
"chr1",71081324,71489976,408653,"+","ENSG00000229956.11","ZRANB2-AS2","lncRNA"
"chr1",74026015,74198187,172173,"-","ENSG00000162620.16","LRRIQ3","protein_coding"
"chr1",74198238,74234086,35849,"+","ENSG00000254685.8","FPGT","protein_coding"
"chr1",74235387,74544428,309042,"+","ENSG00000116783.15","TNNI3K","protein_coding"
"chr1",74698769,74699333,565,"-","ENSG00000272864.1","ENSG00000272864","lncRNA"
"chr1",74705482,74733151,27670,"-","ENSG00000116791.14","CRYZ","protein_coding"
"chr1",74733409,74766678,33270,"+","ENSG00000162623.16","TYW3","protein_coding"
"chr1",75202129,75611114,408986,"-","ENSG00000137968.17","SLC44A5","protein_coding"
"chr1",75724431,75786196,61766,"+","ENSG00000117054.15","ACADM","protein_coding"
"chr1",75786699,75795086,8388,"+","ENSG00000137955.16","RABGGTB","protein_coding"
"chr1",75796882,75913242,116361,"+","ENSG00000057468.7","MSH4","protein_coding"
"chr1",77562416,77683419,121004,"-","ENSG00000036549.13","ZZZ3","protein_coding"
"chr1",77695987,77759852,63866,"-","ENSG00000077254.14","USP33","protein_coding"
"chr1",77916055,77943895,27841,"+","ENSG00000162614.19","NEXN","protein_coding"
"chr1",77944055,77979110,35056,"-","ENSG00000162613.17","FUBP1","protein_coding"
"chr1",77979175,78017964,38790,"+","ENSG00000162616.9","DNAJB4","protein_coding"
"chr1",78649796,78664078,14283,"+","ENSG00000137965.11","IFI44","protein_coding"
"chr1",82212413,82848205,635793,"-","ENSG00000233290.3","ENSG00000233290","lncRNA"
"chr1",84078062,84238498,160437,"+","ENSG00000142875.20","PRKACB","protein_coding"
"chr1",84298366,84389957,91592,"+","ENSG00000203943.9","SAMD13","protein_coding"
"chr1",84479259,84498322,19064,"+","ENSG00000117133.11","RPF1","protein_coding"
"chr1",84498353,84506581,8229,"-","ENSG00000174021.12","GNG5","protein_coding"
"chr1",84506656,84566194,59539,"+","ENSG00000122432.18","SPATA1","protein_coding"
"chr1",84549611,84574480,24870,"-","ENSG00000117151.13","CTBS","protein_coding"
"chr1",84574585,84583620,9036,"+","ENSG00000284882.1","ENSG00000284882","lncRNA"
"chr1",84811602,84893206,81605,"-","ENSG00000171517.6","LPAR3","protein_coding"
"chr1",84925583,84997113,71531,"-","ENSG00000153898.13","MCOLN2","protein_coding"
"chr1",84999147,85133138,133992,"+","ENSG00000162643.13","DNAI3","protein_coding"
"chr1",85018082,85048500,30419,"-","ENSG00000055732.13","MCOLN3","protein_coding"
"chr1",85249953,85259672,9720,"-","ENSG00000162642.14","C1orf52","protein_coding"
"chr1",85265776,85276387,10612,"-","ENSG00000142867.14","BCL10","protein_coding"
"chr1",85276633,85448124,171492,"+","ENSG00000223653.6","ENSG00000223653","lncRNA"
"chr1",85649417,85708433,59017,"-","ENSG00000117174.11","ZNHIT6","protein_coding"
"chr1",85729233,86156943,427711,"-","ENSG00000171502.15","COL24A1","protein_coding"
"chr1",86288704,86320711,32008,"-","ENSG00000285210.1","LINC02795","lncRNA"
"chr1",86571255,86696311,125057,"-","ENSG00000236915.2","CLCA4-AS1","lncRNA"
"chr1",86703502,86704462,961,"-","ENSG00000261737.1","CLCA4-AS1","lncRNA"
"chr1",86704570,86748184,43615,"+","ENSG00000097033.14","SH3GLB1","protein_coding"
"chr1",86862445,86914424,51980,"-","ENSG00000183291.18","SELENOF","protein_coding"
"chr1",86914635,87109982,195348,"+","ENSG00000153936.18","HS2ST1","protein_coding"
"chr1",87129765,87169198,39434,"+","ENSG00000267272.5","LINC01140","lncRNA"
"chr1",88935773,88988355,52583,"-","ENSG00000137944.18","KYAT3","protein_coding"
"chr1",88979456,88992960,13505,"-","ENSG00000213516.10","RBMXL1","protein_coding"
"chr1",89006680,89022894,16215,"-","ENSG00000117226.12","GBP3","protein_coding"
"chr1",89052319,89065360,13042,"-","ENSG00000117228.11","GBP1","protein_coding"
"chr1",89106132,89126114,19983,"-","ENSG00000162645.13","GBP2","protein_coding"
"chr1",89131742,89176009,44268,"-","ENSG00000213512.3","GBP7","protein_coding"
"chr1",89181144,89197304,16161,"-","ENSG00000162654.9","GBP4","protein_coding"
"chr1",89256189,89272860,16672,"-","ENSG00000154451.15","GBP5","protein_coding"
"chr1",89524829,89597861,73033,"+","ENSG00000197147.15","LRRC8B","protein_coding"
"chr1",89427533,89525472,97940,"-","ENSG00000286548.1","ENSG00000286548","lncRNA"
"chr1",89581291,89633003,51713,"-","ENSG00000231999.8","LRRC8C-DT","lncRNA"
"chr1",89633072,89769903,136832,"+","ENSG00000171488.15","LRRC8C","protein_coding"
"chr1",91500851,91525764,24914,"+","ENSG00000097046.13","CDC7","protein_coding"
"chr1",91680343,91906335,225993,"-","ENSG00000069702.11","TGFBR3","protein_coding"
"chr1",92080305,92184725,104421,"+","ENSG00000189195.15","BTBD8","protein_coding"
"chr1",92299059,92402056,102998,"+","ENSG00000122484.9","RPAP2","protein_coding"
"chr1",92473043,92486925,13883,"-","ENSG00000162676.12","GFI1","protein_coding"
"chr1",93149742,93163210,13469,"-","ENSG00000117500.13","TMED5","protein_coding"
"chr1",93179919,93278730,98812,"+","ENSG00000122483.18","CCDC18","protein_coding"
"chr1",93262186,93345906,83721,"-","ENSG00000223745.8","CCDC18-AS1","lncRNA"
"chr1",93346026,93369493,23468,"+","ENSG00000117505.13","DR1","protein_coding"
"chr1",93866284,93879918,13635,"-","ENSG00000067334.14","DNTTIP2","protein_coding"
"chr1",93885199,93909456,24258,"-","ENSG00000023909.10","GCLM","protein_coding"
"chr1",95234210,95247225,13016,"+","ENSG00000122481.17","RWDD3","protein_coding"
"chr1",95243167,95278940,35774,"-","ENSG00000228852.6","ENSG00000228852","lncRNA"
"chr1",96721665,96823738,102074,"+","ENSG00000117569.19","PTBP2","protein_coding"
"chr1",98661701,98760500,98800,"+","ENSG00000162627.17","SNX7","protein_coding"
"chr1",99850361,99924023,73663,"+","ENSG00000162688.17","AGL","protein_coding"
"chr1",99969936,100035634,65699,"+","ENSG00000117620.15","SLC35A3","protein_coding"
"chr1",100036632,100038042,1411,"-","ENSG00000288826.1","ENSG00000288826","lncRNA"
"chr1",100038095,100083377,45283,"+","ENSG00000156875.14","MFSD14A","protein_coding"
"chr1",100083563,100132955,49393,"-","ENSG00000156876.10","SASS6","protein_coding"
"chr1",100148448,100178273,29826,"-","ENSG00000122477.13","LRRC39","protein_coding"
"chr1",100253415,100266179,12765,"-","ENSG00000224616.4","RTCA-AS1","lncRNA"
"chr1",100266216,100292769,26554,"+","ENSG00000137996.13","RTCA","protein_coding"
"chr1",100351698,100520277,168580,"+","ENSG00000079335.20","CDC14A","protein_coding"
"chr1",100989623,101025845,36223,"-","ENSG00000117543.22","DPH5","protein_coding"
"chr1",101026089,101090513,64425,"+","ENSG00000233184.8","ENSG00000233184","lncRNA"
"chr1",101323337,101390303,66967,"+","ENSG00000231671.1","LINC01307","lncRNA"
"chr1",103561757,103579534,17778,"+","ENSG00000240038.7","AMY2B","protein_coding"
"chr1",107056674,107067636,10963,"+","ENSG00000198890.9","PRMT6","protein_coding"
"chr1",107140007,107484923,344917,"+","ENSG00000162631.20","NTNG1","protein_coding"
"chr1",107571161,107965180,394020,"-","ENSG00000134215.16","VAV3","protein_coding"
"chr1",108134043,108199925,65883,"-","ENSG00000085491.17","SLC25A24","protein_coding"
"chr1",108560089,108644900,84812,"+","ENSG00000162636.16","FAM102B","protein_coding"
"chr1",108875350,108924361,49012,"+","ENSG00000121957.15","GPSM2","protein_coding"
"chr1",108881885,108963527,81643,"-","ENSG00000121940.17","CLCC1","protein_coding"
"chr1",108970214,109042113,71900,"-","ENSG00000085433.17","WDR47","protein_coding"
"chr1",109062496,109076012,13517,"-","ENSG00000197780.11","TAF13","protein_coding"
"chr1",109087971,109090763,2793,"-","ENSG00000273382.1","TMEM167B-DT","lncRNA"
"chr1",109090859,109096934,6076,"+","ENSG00000215717.7","TMEM167B","protein_coding"
"chr1",109113858,109206781,92924,"+","ENSG00000116299.17","ELAPOR1","protein_coding"
"chr1",109213918,109238182,24265,"+","ENSG00000031698.13","SARS1","protein_coding"
"chr1",109279556,109283186,3631,"-","ENSG00000134222.16","PSRC1","protein_coding"
"chr1",109309568,109397918,88351,"-","ENSG00000134243.12","SORT1","protein_coding"
"chr1",109494052,109502932,8881,"+","ENSG00000174151.15","CYB561D1","protein_coding"
"chr1",109504178,109509738,5561,"-","ENSG00000181754.7","AMIGO1","protein_coding"
"chr1",109548615,109600195,51581,"+","ENSG00000065135.12","GNAI3","protein_coding"
"chr1",109603091,109619503,16413,"-","ENSG00000134183.13","GNAT2","protein_coding"
"chr1",109656099,109665496,9398,"+","ENSG00000168765.18","GSTM4","protein_coding"
"chr1",109687814,109693745,5932,"+","ENSG00000134184.13","GSTM1","protein_coding"
"chr1",109711780,109775428,63649,"+","ENSG00000134201.12","GSTM5","protein_coding"
"chr1",109733932,109741038,7107,"-","ENSG00000134202.12","GSTM3","protein_coding"
"chr1",110031577,110054641,23065,"+","ENSG00000143093.15","STRIP1","protein_coding"
"chr1",110058340,110062555,4216,"+","ENSG00000258634.3","ENSG00000258634","lncRNA"
"chr1",110286375,110318882,32508,"-","ENSG00000227963.2","RBM15-AS1","lncRNA"
"chr1",110370154,110373003,2850,"+","ENSG00000273373.1","ENSG00000273373","lncRNA"
"chr1",110519837,110631474,111638,"-","ENSG00000177301.16","KCNA2","protein_coding"
"chr1",110871188,110899922,28735,"+","ENSG00000143119.14","CD53","protein_coding"
"chr1",110936369,110942353,5985,"-","ENSG00000261654.1","ENSG00000261654","lncRNA"
"chr1",110943467,110945160,1694,"+","ENSG00000232811.1","ENSG00000232811","lncRNA"
"chr1",111117163,111140203,23041,"-","ENSG00000156171.15","DRAM2","protein_coding"
"chr1",111140223,111185104,44882,"+","ENSG00000134255.15","CEPT1","protein_coding"
"chr1",111200771,111243440,42670,"+","ENSG00000064886.14","CHI3L2","protein_coding"
"chr1",111185969,111204535,18567,"-","ENSG00000162777.17","DENND2D","protein_coding"
"chr1",111290851,111320566,29716,"+","ENSG00000134216.19","CHIA","protein_coding"
"chr1",111346600,111353013,6414,"+","ENSG00000173947.14","PIFO","protein_coding"
"chr1",111414319,111427735,13417,"-","ENSG00000085465.13","OVGP1","protein_coding"
"chr1",111431046,111433068,2023,"-","ENSG00000260948.1","ENSG00000260948","lncRNA"
"chr1",111448892,111462773,13882,"+","ENSG00000116459.11","ATP5PB","protein_coding"
"chr1",111439890,111449194,9305,"-","ENSG00000116455.14","WDR77","protein_coding"
"chr1",111542218,111716691,174474,"+","ENSG00000116473.15","RAP1A","protein_coding"
"chr1",111599655,111608723,9069,"-","ENSG00000231346.5","LINC01160","lncRNA"
"chr1",111745299,111755537,10239,"-","ENSG00000284830.1","ENSG00000284830","lncRNA"
"chr1",111755825,111769760,13936,"+","ENSG00000064703.13","DDX20","protein_coding"
"chr1",112396214,112463456,67243,"+","ENSG00000143079.15","CTTNBP2NL","protein_coding"
"chr1",112466541,112530165,63625,"+","ENSG00000134245.18","WNT2B","protein_coding"
"chr1",112619805,112671616,51812,"+","ENSG00000116489.13","CAPZA1","protein_coding"
"chr1",112539159,112620825,81667,"-","ENSG00000007341.19","ST7L","protein_coding"
"chr1",112673141,112700746,27606,"+","ENSG00000155363.19","MOV10","protein_coding"
"chr1",112709994,112715332,5339,"-","ENSG00000155367.16","PPM1J","protein_coding"
"chr1",112956415,113047055,90641,"+","ENSG00000226419.8","SLC16A1-AS1","lncRNA"
"chr1",113011687,113073113,61427,"-","ENSG00000238198.2","LRIG2-DT","lncRNA"
"chr1",113390515,113685923,295409,"+","ENSG00000081026.19","MAGI3","protein_coding"
"chr1",113696831,113759489,62659,"-","ENSG00000116793.16","PHTF1","protein_coding"
"chr1",113856635,113901235,44601,"+","ENSG00000226167.1","AP4B1-AS1","lncRNA"
